Uniprot_A	Uniprot_B	Gene_A	Gene_B	pmid:method:quality:type	taxid	high_quality	in_pdb_source
P26231	Q02248	Ctnna1	Ctnnb1	10882138:0114:LC:binary|17113272:0018:LC:binary|9264463:0096:LC:binary	10090	True	True
P26231	Q64727	Ctnna1	Vcl	29542234:0114:LC:binary|9700171:0096:LC:binary	10090	True	True
P26262	P26262	Klkb1	Klkb1	30019481:0114:LC:binary|PDB_5GVT:0114:LC:binary	10090	True	True
P26350	Q9Z2X8	Ptma	Keap1	18391415:0114:LC:binary	10090	True	True
P26361	P26361	Cftr	Cftr	14685259:0114:LC:binary|15619636:0114:LC:binary|22265409:0114:LC:binary	10090	True	True
P26369	P26369	U2af2	U2af2	PDB_3V4M:0114:LC:binary|PDB_4Z2X:0114:LC:binary	10090	True	True
P26369	Q8VH51	U2af2	Rbm39	27050129:0114:LC:binary|PDB_4RU2:0114:LC:binary	10090	True	True
P26450	P31041	Pik3r1	Cd28	11526404:0007:LC:binary|17242350:0006:LC:binary	10090	True	False
P26450	P35569	Pik3r1	Irs1	18059474:0006:LC:binary|18296638:0006:LC:binary|20804756:0006:LC:binary|9988280:0007:LC:binary	10090	True	False
P26450	P35991	Pik3r1	Btk	17020802:0007:LC:binary|17020802:0059:LC:binary|18652890:0007:LC:binary	10090	True	False
P26450	P42337	Pik3r1	Pik3ca	10477752:0007:LC:binary|15817165:0007:LC:binary|18250410:0007:LC:binary|18449193:0006:LC:binary|9819398:0007:LC:binary|9988280:0007:LC:binary	10090	True	False
P26450	P81122	Pik3r1	Irs2	11160325:0007:LC:binary|15604363:0019:LC:binary	10090	True	False
P26450	Q02858	Pik3r1	Tek	10521483:0018:LC:binary|10521483:0096:LC:binary|9632797:0096:LC:binary	10090	True	False
P26450	Q60631	Pik3r1	Grb2	10995764:0096:LC:binary|9174058:0096:LC:binary	10090	True	False
P26450	Q8BTI9	Pik3r1	Pik3cb	18250410:0007:LC:binary|18449193:0006:LC:binary	10090	True	False
P26450	Q9QUN7	Pik3r1	Tlr2	17020802:0059:LC:binary|19118901:0007:LC:binary	10090	True	False
P26450	Q9QYY0	Pik3r1	Gab1	10871282:0007:LC:binary|10871282:0018:LC:binary|11445578:0096:LC:binary|11445578:0405:LC:binary|11896055:0096:LC:binary|15821749:0019:LC:binary	10090	True	False
P26954	P26954	Csf2rb2	Csf2rb2	25137390:0114:LC:binary	10090	True	True
P26955	Q62120	Csf2rb	Jak2	15988755:0007:LC:binary|18692472:0006:LC:binary	10090	True	False
P27038	Q9D6K5	Acvr2a	Synj2bp	11451568:0018:LC:binary|16648306:0007:LC:binary|16648306:0018:LC:binary	10090	True	False
P27038	Q9WVQ1	Acvr2a	Magi2	10681527:0018:LC:binary|11451568:0018:LC:binary|16648306:0018:LC:binary	10090	True	False
P27090	P27090	Tgfb2	Tgfb2	28228478:0114:LC:binary	10090	True	True
P27467	Q61091	Wnt3a	Fzd8	18528331:0007:LC:binary|22575959:0096:LC:binary|31036956:0007:LC:binary|31036956:0096:LC:binary	10090	True	False
P27512	P39429	Cd40	Traf2	17878362:0007:LC:binary|17919601:0006:LC:binary|23334419:0006:LC:binary|9990039:0059:LC:binary	10090	True	False
P27512	P70196	Cd40	Traf6	17878362:0007:LC:binary|8910514:0018:LC:binary|8910514:0096:LC:binary	10090	True	False
P27512	Q60803	Cd40	Traf3	23334419:0006:LC:binary|8608943:0059:LC:binary|9990039:0059:LC:binary	10090	True	False
P27577	P27577	Ets1	Ets1	12221090:0114:LC:binary|20211142:0018:HT:binary|30597162:0114:LC:binary	10090	True	True
P27600	P27600	Gna12	Gna12	16388592:0114:LC:binary	10090	True	True
P27601	P27601	Gna13	Gna13	21507947:0114:LC:binary	10090	True	True
P27659	P62754	Rpl3	Rps6	34815424:0114:LC:binary	10090	True	True
P27659	P62830	Rpl3	Rpl23	33357414:0114:LC:binary|34815424:0114:LC:binary|36517592:0114:LC:binary	10090	True	True
P27659	Q8BP67	Rpl3	Rpl24	33357414:0114:LC:binary|34815424:0114:LC:binary|36517592:0114:LC:binary	10090	True	True
P27782	Q02248	Lef1	Ctnnb1	10085258:0007:LC:binary|10085258:0096:LC:binary|15729346:0019:LC:binary|15768032:0405:LC:binary|16293619:0065:LC:binary|17090604:0007:LC:binary|21075118:0114:LC:binary|24748645:0096:LC:binary	10090	True	True
P27782	Q9JM05	Lef1	Pias4	11731474:0007:LC:binary|11731474:0096:LC:binary|20211142:0018:HT:binary	10090	True	False
P27811	P27811	Klrb1a	Klrb1a	22139156:0114:LC:binary	10090	True	True
P27870	P27870	Vav1	Vav1	11406576:0114:LC:binary	10090	True	True
P27870	Q60787	Vav1	Lcp2	10026222:0019:LC:binary|9064333:0019:LC:binary	10090	True	False
P28028	P31938	Braf	Map2k1	8668348:0018:LC:binary|9733801:0018:LC:binary|9733801:0019:LC:binary	10090	True	False
P28028	Q63932	Braf	Map2k2	8668348:0018:LC:binary|9733801:0018:LC:binary	10090	True	False
P28028	Q99N57	Braf	Raf1	20141835:0006:LC:binary|22169110:0006:LC:binary	10090	True	False
P28033	P53566	Cebpb	Cebpa	15509789:0007:LC:binary|16461934:0007:LC:binary|19126543:0096:LC:binary|20179325:0007:LC:binary	10090	True	False
P28033	Q80YE7	Cebpb	Dapk1	18250155:0007:LC:binary|18339625:0007:LC:binary	10090	True	False
P28033	Q99P87	Cebpb	Retn	16461934:0007:LC:binary|20179325:0007:LC:binary	10090	True	False
P28033	Q9WUT3	Cebpb	Rps6ka2	10635333:0019:LC:binary|11684016:0019:LC:binary	10090	True	False
P28063	Q9R1P1	Psmb8	Psmb3	22341445:0114:LC:binary	10090	True	True
P28063	Q9R1P3	Psmb8	Psmb2	22341445:0114:LC:binary	10090	True	True
P28063	Q9Z2U0	Psmb8	Psma7	22341445:0114:LC:binary	10090	True	True
P28063	Q9Z2U1	Psmb8	Psma5	22341445:0114:LC:binary	10090	True	True
P28076	P28076	Psmb9	Psmb9	22341445:0114:LC:binary	10090	True	True
P28076	P99026	Psmb9	Psmb4	22341445:0114:LC:binary	10090	True	True
P28076	Q9QUM9	Psmb9	Psma6	22341445:0114:LC:binary	10090	True	True
P28078	Q31099	H2-DMa	H2-DMb2	9768758:0114:LC:binary	10090	True	True
P28481	P28481	Col2a1	Col2a1	24534192:0114:LC:binary	10090	True	True
P28574	P28574	Max	Max	20211142:0018:HT:binary|8479534:0114:LC:binary	10090	True	False
P28574	P50538	Max	Mxd1	20211142:0018:HT:binary|9111304:0019:LC:binary	10090	True	False
P28574	P50540	Max	Mxi1	20211142:0018:HT:binary|20946988:0096:LC:binary	10090	True	False
P28574	Q80US8	Max	Mxd3	20211142:0018:HT:binary|9528857:0018:LC:binary	10090	True	False
P28574	Q9CQJ4	Max	Rnf2	17296600:0096:LC:binary|20946988:0096:LC:binary	10090	True	False
P28650	P28650	Adss1	Adss1	11560929:0114:LC:binary|12004071:0114:LC:binary	10090	True	True
P28652	Q4ACU6	Camk2b	Shank3	28469556:0007:LC:binary|28671696:0006:LC:binary	10090	True	False
P28652	Q62108	Camk2b	Dlg4	19455133:0007:LC:binary|28671696:0006:LC:binary	10090	True	False
P28660	Q4ACU6	Nckap1	Shank3	28671696:0006:LC:binary|29111324:0096:LC:binary	10090	True	False
P28660	Q8R5H6	Nckap1	Wasf1	21946561:0006:LC:binary|28671696:0006:LC:binary	10090	True	False
P28700	P28700	Rxra	Rxra	35900852:0114:LC:binary|38309263:0114:LC:binary	10090	True	True
P28700	Q64127	Rxra	Trim24	7744009:0018:LC:binary|8978696:0018:LC:binary	10090	True	False
P28700	Q925J9	Rxra	Med1	15528208:0114:LC:binary	10090	True	True
P28705	P45481	Rxrg	Crebbp	20211142:0018:HT:binary|8616895:0018:LC:binary	10090	True	False
P28738	P28738	Kif5c	Kif5c	25777528:0114:LC:binary	10090	True	True
P28741	P70188	Kif3a	Kifap3	17825299:0006:LC:binary|19940036:0006:LC:binary|22632975:0006:LC:binary	10090	True	False
P28741	Q61771	Kif3a	Kif3b	17825299:0006:LC:binary|19940036:0006:LC:binary|21909995:0006:LC:binary|31746486:0006:LC:binary|8710890:0019:LC:binary	10090	True	False
P28741	Q6A078	Kif3a	Cep290	16632484:0006:LC:binary|17898177:0006:LC:binary	10090	True	False
P28867	P28867	Prkcd	Prkcd	23283232:0114:LC:binary	10090	True	True
P29341	Q8CJG0	Pabpc1	Ago2	19716330:0006:LC:binary|22918229:0007:LC:binary	10090	True	False
P29351	P35329	Ptpn6	Cd22	11551923:0019:LC:binary|9890995:0019:LC:binary	10090	True	False
P29351	Q64281	Ptpn6	Lilrb4a	18550825:0006:LC:binary|9973385:0019:LC:binary	10090	True	False
P29352	P41241	Ptpn22	Csk	11685249:0114:LC:binary	10090	True	True
P29391	P29391	Ftl1	Ftl1	11591653:0018:HT:binary|11591653:0397:HT:binary|33166133:0114:LC:binary	10090	True	True
P29452	Q9EPB4	Casp1	Pycard	22801494:0071:LC:binary|25605870:0006:LC:binary|27993998:0006:LC:binary|27993998:0027:LC:binary|34589402:0006:LC:binary	10090	True	False
P29477	P29477	Nos2	Nos2	10562539:0114:LC:binary|10769116:0114:LC:binary|11669619:0114:LC:binary|12437348:0114:LC:binary|12464241:0114:LC:binary|12954642:0114:LC:binary|14599013:0114:LC:binary|15071192:0114:LC:binary|18815130:0114:LC:binary|18849972:0114:LC:binary|20659888:0114:LC:binary|21398123:0114:LC:binary|21684157:0114:LC:binary|8643499:0019:LC:binary|8995432:0018:LC:binary|9271491:0114:LC:binary|9516116:0114:LC:binary	10090	True	True
P29477	Q04207	Nos2	Rela	15858576:0007:LC:binary|15930494:0007:LC:binary|17720813:0007:LC:binary|19662631:0007:LC:binary|21464294:0006:LC:binary|21464294:0007:LC:binary|22388040:0007:LC:binary	10090	True	False
P29752	P29752	Lalba	Lalba	11419947:0114:LC:binary|11485999:0114:LC:binary|11916963:0114:LC:binary|15736931:0114:LC:binary|16497331:0114:LC:binary	10090	True	True
P29754	Q9WVK0	Agtr1a	Agtrap	10358057:0007:LC:binary|10358057:0018:LC:binary|10358057:0096:LC:binary|15757644:0007:LC:binary	10090	True	False
P30051	P46938	Tead1	Yap1	11358867:0096:LC:binary|21376238:0006:LC:binary|22308401:0006:LC:binary|24882516:0006:LC:binary|25751140:0006:LC:binary	10090	True	False
P30204	P30204	Msr1	Msr1	31653705:0114:LC:binary	10090	True	True
P30280	P30285	Ccnd2	Cdk4	16413469:0006:LC:binary|23948297:0006:LC:binary	10090	True	False
P30282	P30285	Ccnd3	Cdk4	16413469:0006:LC:binary|23948297:0006:LC:binary	10090	True	False
P30282	Q64261	Ccnd3	Cdk6	23079656:0006:LC:binary|23948297:0006:LC:binary	10090	True	False
P30282	Q8BH16	Ccnd3	Fbxl2	22020328:0415:LC:binary|22024926:0415:LC:binary	10090	True	False
P30285	P46414	Cdk4	Cdkn1b	16007079:0019:LC:binary|16413468:0006:LC:binary|19276117:0006:LC:binary|8730099:0019:LC:binary	10090	True	False
P30285	P53566	Cdk4	Cebpa	11867521:0096:LC:binary|15107404:0096:LC:binary|20516642:0415:LC:binary	10090	True	False
P30285	Q60772	Cdk4	Cdkn2c	17713536:0006:LC:binary|7739547:0096:LC:binary	10090	True	False
P30285	Q60773	Cdk4	Cdkn2d	7739547:0096:LC:binary|7739548:0096:LC:binary	10090	True	False
P30285	Q64364	Cdk4	Cdkn2a	15894267:0019:LC:binary|17713536:0006:LC:binary	10090	True	False
P30412	P30412	Ppic	Ppic	8265636:0114:LC:binary	10090	True	True
P30561	P30561	Ahr	Ahr	24001774:0114:LC:binary	10090	True	True
P30561	P53762	Ahr	Arnt	10409767:0096:LC:binary|1317062:0019:LC:binary|37793204:0006:LC:binary|7488247:0018:LC:binary|8816435:0096:LC:binary|9020169:0018:LC:binary	10090	True	False
P30882	P30882	Ccl5	Ccl5	31931012:0114:LC:binary	10090	True	True
P30882	Q04207	Ccl5	Rela	15536134:0007:LC:binary|16931600:0007:LC:binary|22388040:0007:LC:binary	10090	True	False
P31041	Q60631	Cd28	Grb2	7737275:0019:LC:binary|9417079:0019:LC:binary	10090	True	False
P31266	P31266	Rbpj	Rbpj	24290140:0114:LC:binary	10090	True	True
P31266	Q01705	Rbpj	Notch1	11532000:0018:LC:binary|11532000:0019:LC:binary|17210915:0007:LC:binary|18832173:0006:LC:binary|22258620:0006:LC:binary|8749394:0018:LC:binary|8749394:0096:LC:binary	10090	True	False
P31311	Q60954	Hoxa11	Meis1	15617687:0018:LC:binary|16087734:0018:LC:binary	10090	True	False
P31316	P31316	Gsx2	Gsx2	PDB_8EML:0114:LC:binary	10090	True	True
P31324	P31324	Prkar2b	Prkar2b	22323819:0114:LC:binary	10090	True	True
P31324	Q62108	Prkar2b	Dlg4	19455133:0007:LC:binary|28671696:0006:LC:binary	10090	True	False
P31750	P48678	Akt1	Lmna	18388859:0027:LC:binary|23686339:0006:LC:binary	10090	True	False
P31750	Q2NL51	Akt1	Gsk3a	18851840:0415:LC:binary|20576936:0415:LC:binary|21084607:0415:LC:binary	10090	True	False
P31750	Q91YI4	Akt1	Arrb2	16051150:0019:LC:binary|19122674:0006:LC:binary	10090	True	False
P31750	Q9JLN9	Akt1	Mtor	17660512:0007:LC:binary|18566586:0007:LC:binary	10090	True	False
P31750	Q9WV60	Akt1	Gsk3b	18851840:0415:LC:binary|20576936:0415:LC:binary|21084607:0415:LC:binary	10090	True	False
P31809	P31809	Ceacam1	Ceacam1	21670291:0114:LC:binary	10090	True	True
P31938	P63085	Map2k1	Mapk1	11435472:0415:LC:binary|21144847:0415:LC:binary	10090	True	False
P31938	Q61097	Map2k1	Ksr1	17613518:0007:LC:binary|21144847:0415:LC:binary|9427629:0018:LC:binary|9427629:0019:LC:binary	10090	True	False
P31938	Q99N57	Map2k1	Raf1	11435472:0415:LC:binary|8668348:0018:LC:binary|9733801:0018:LC:binary|9733801:0019:LC:binary	10090	True	False
P32507	P32507	Nectin2	Nectin2	22902367:0007:LC:binary|22902367:0028:LC:binary|22902367:0114:LC:binary	10090	True	True
P32766	P32766	Cst8	Cst8	32601205:0114:LC:binary	10090	True	True
P33242	Q02248	Nr5a1	Ctnnb1	12861022:0007:LC:binary|17244763:0007:LC:binary	10090	True	False
P33242	Q04887	Nr5a1	Sox9	12732652:0096:LC:binary|20211142:0018:HT:binary	10090	True	False
P33242	Q62227	Nr5a1	Nr0b2	15707893:0114:LC:binary	10090	True	True
P33435	P33435	Mmp13	Mmp13	10525409:0114:LC:binary|9020046:0114:LC:binary	10090	True	True
P34152	P34152	Ptk2	Ptk2	10431817:0415:LC:binary|27427476:0114:LC:binary|29479476:0114:LC:binary	10090	True	True
P34152	P70211	Ptk2	Dcc	15494733:0018:LC:binary|15494734:0019:LC:binary	10090	True	False
P34152	Q60631	Ptk2	Grb2	11278488:0019:LC:binary|16298995:0006:LC:binary|7997267:0019:LC:binary|8816475:0019:LC:binary|9774338:0019:LC:binary	10090	True	False
P34152	Q61140	Ptk2	Bcar1	18233957:0006:LC:binary|7479864:0018:LC:binary|7479864:0019:LC:binary|9032297:0019:LC:binary|9038154:0018:LC:binary	10090	True	False
P34152	Q64355	Ptk2	Efs	9038154:0018:LC:binary|9750131:0096:LC:binary	10090	True	False
P34152	Q8CFN5	Ptk2	Mef2c	27427476:0096:LC:binary|27427476:0114:LC:binary|27427476:1247:LC:binary	10090	True	True
P34152	Q8VI36	Ptk2	Pxn	10931187:0019:LC:binary|11784715:0019:LC:binary|15138291:0006:LC:binary|15494312:0019:LC:binary|16298995:0006:LC:binary|20308429:0006:LC:binary	10090	True	False
P34884	P34884	Mif	Mif	10360941:0114:LC:binary|10933783:0114:LC:binary|16780921:0114:LC:binary	10090	True	True
P34902	Q01114	Il2rg	Il9r	37535730:0114:LC:binary	10090	True	True
P34914	P34914	Ephx2	Ephx2	10485878:0114:LC:binary|10747889:0114:LC:binary	10090	True	True
P35123	P35123	Usp4	Usp4	PDB_3JYU:0114:LC:binary	10090	True	True
P35235	P35235	Ptpn11	Ptpn11	11684012:0096:LC:binary|9442080:0019:LC:binary	10090	True	False
P35235	P35569	Ptpn11	Irs1	7521735:0114:LC:binary	10090	True	True
P35235	P97484	Ptpn11	Lilrb3	15723811:0019:LC:binary|22660330:0006:LC:binary|24052308:0006:LC:binary	10090	True	False
P35235	Q60631	Ptpn11	Grb2	11684012:0096:LC:binary|23452850:0007:LC:binary|9632781:0007:LC:binary	10090	True	False
P35235	Q62120	Ptpn11	Jak2	17027227:0096:LC:binary|9442080:0019:LC:binary	10090	True	False
P35278	P35278	Rab5c	Rab5c	16034420:0114:LC:binary	10090	True	True
P35329	Q60631	Cd22	Grb2	10373493:0019:LC:binary|10373493:0047:LC:binary|10748054:0007:LC:binary|11551923:0007:LC:binary|11551923:0019:LC:binary|18024433:0007:LC:binary	10090	True	False
P35396	P41183	Ppard	Bcl6	12970571:0019:LC:binary|20211142:0018:HT:binary	10090	True	False
P35436	P35438	Grin2a	Grin1	10862698:0019:LC:binary|19243221:0006:LC:binary|34646371:0006:LC:binary	10090	True	False
P35436	Q62108	Grin2a	Dlg4	16332682:0007:LC:binary|19240213:0006:LC:binary|19243221:0006:LC:binary|19455133:0006:LC:binary|19455133:0007:LC:binary|28604739:0006:LC:binary|28671696:0006:LC:binary|31746486:0006:LC:binary|9647694:0018:LC:binary	10090	True	False
P35438	P49769	Grin1	Psen1	32033586:0006:LC:binary|34646371:0006:LC:binary	10090	True	False
P35438	Q01097	Grin1	Grin2b	10862698:0019:LC:binary|19243221:0006:LC:binary|20141836:0006:LC:binary|32033586:0006:LC:binary|34646371:0006:LC:binary	10090	True	False
P35438	Q62108	Grin1	Dlg4	10862698:0019:LC:binary|16601687:0006:LC:binary|19240213:0006:LC:binary|19243221:0006:LC:binary|19455133:0006:LC:binary|19455133:0007:LC:binary|28671696:0006:LC:binary|9647694:0018:LC:binary	10090	True	False
P35438	Q9D415	Grin1	Dlgap1	10862698:0019:LC:binary|28671696:0006:LC:binary	10090	True	False
P35456	P35456	Plaur	Plaur	20133942:0114:LC:binary	10090	True	True
P35505	P35505	Fah	Fah	10508789:0114:LC:binary|11154690:0114:LC:binary|17064256:0114:LC:binary	10090	True	True
P35546	P97465	Ret	Dok1	14607833:0114:LC:binary	10090	True	True
P35561	P35561	Kcnj2	Kcnj2	15723059:0114:LC:binary|16834334:0071:LC:binary|16834334:0114:LC:binary|21703452:0007:LC:binary|21703452:0096:LC:binary|21756874:0114:LC:binary	10090	True	True
P35569	P52332	Irs1	Jak1	7544789:0007:LC:binary|7544789:0424:LC:binary|7929391:0007:LC:binary	10090	True	False
P35569	Q02248	Irs1	Ctnnb1	15602769:0019:LC:binary|15967802:0007:LC:binary	10090	True	False
P35569	Q3TTA7	Irs1	Cblb	26874193:0114:LC:binary	10090	True	True
P35569	Q62120	Irs1	Jak2	10218944:0019:LC:binary|7544789:0007:LC:binary	10090	True	False
P35569	Q91Y86	Irs1	Mapk8	16818881:0096:LC:binary|18932217:0007:LC:binary	10090	True	False
P35569	Q9CQV8	Irs1	Ywhab	11875115:0019:LC:binary|9422753:0019:LC:binary	10090	True	False
P35569	Q9JLN9	Irs1	Mtor	11162588:0423:LC:binary|11162588:0424:LC:binary|11287630:0007:LC:binary	10090	True	False
P35585	P35585	Ap1m1	Ap1m1	22705789:0114:LC:binary	10090	True	True
P35585	P61967	Ap1m1	Ap1s1	15377783:0114:LC:binary	10090	True	True
P35700	Q62108	Prdx1	Dlg4	19455133:0007:LC:binary|28671696:0006:LC:binary	10090	True	False
P35762	P35762	Cd81	Cd81	26116703:0114:LC:binary	10090	True	True
P35802	Q62108	Gpm6a	Dlg4	19455133:0007:LC:binary|28671696:0006:LC:binary	10090	True	False
P35803	Q4ACU6	Gpm6b	Shank3	28469556:0007:LC:binary|29111324:0096:LC:binary	10090	True	False
P35831	P97814	Ptpn12	Pstpip1	11711533:0006:LC:binary|11711533:0096:LC:binary|16204241:0006:LC:binary|9804817:0405:LC:binary	10090	True	False
P35831	P98083	Ptpn12	Shc1	12052829:0007:LC:binary|20075861:0065:LC:binary|20075861:0077:LC:binary	10090	True	False
P35917	P35918	Flt4	Kdr	20224550:0006:LC:binary|23354168:0006:LC:binary	10090	True	False
P35918	P97946	Kdr	Vegfd	11279005:0096:LC:binary|11574540:0096:LC:binary	10090	True	False
P35918	Q00731	Kdr	Vegfa	10842181:0096:LC:binary|15150116:0096:LC:binary|17981115:0411:LC:binary	10090	True	False
P35922	P42669	Fmr1	Pura	20211142:0018:HT:binary|28671696:0006:LC:binary	10090	True	False
P35922	Q61584	Fmr1	Fxr1	10567518:0019:LC:binary|12581522:0019:LC:binary|28671696:0006:LC:binary	10090	True	False
P35922	Q9WVR4	Fmr1	Fxr2	10567518:0019:LC:binary|28671696:0006:LC:binary	10090	True	False
P35951	P97318	Ldlr	Dab1	10380922:0096:LC:binary|10827173:0018:LC:binary	10090	True	False
P35969	P97333	Flt1	Nrp1	10842181:0096:LC:binary|23452854:0006:LC:binary	10090	True	False
P35979	P58252	Rpl12	Eef2	34815424:0114:LC:binary	10090	True	True
P35980	P41105	Rpl18	Rpl28	33357414:0114:LC:binary|34815424:0114:LC:binary|36517592:0114:LC:binary	10090	True	True
P35980	P47915	Rpl18	Rpl29	33357414:0114:LC:binary|34815424:0114:LC:binary|36517592:0114:LC:binary	10090	True	True
P35980	P47963	Rpl18	Rpl13	33357414:0114:LC:binary|34815424:0114:LC:binary|36517592:0114:LC:binary	10090	True	True
P35980	Q9D8E6	Rpl18	Rpl4	33357414:0114:LC:binary|34815424:0114:LC:binary|36517592:0114:LC:binary	10090	True	True
P35991	P35991	Btk	Btk	11007757:0424:LC:binary|30655951:0114:LC:binary|38189455:0114:LC:binary	10090	True	True
P36368	P36368	Egfbp2	Egfbp2	9232643:0114:LC:binary	10090	True	True
P37238	Q923E4	Pparg	Sirt1	15175761:0006:LC:binary|22863012:0006:LC:binary	10090	True	False
P37889	Q05793	Fbln2	Hspg2	10556044:0107:LC:binary|9431988:0107:LC:binary	10090	True	False
P39053	P39053	Dnm1	Dnm1	16319076:0028:LC:binary|9463375:0096:LC:binary	10090	True	False
P39053	Q5S006	Dnm1	Lrrk2	24282027:0006:LC:binary|24687852:0006:LC:binary	10090	True	False
P39054	Q7TQF7	Dnm2	Amph	23640057:0006:LC:binary|9525921:0096:LC:binary	10090	True	False
P39087	Q62108	Grik2	Dlg4	19455133:0007:LC:binary|28671696:0006:LC:binary	10090	True	False
P39428	P39429	Traf1	Traf2	11181075:0007:LC:binary|8702708:0019:LC:binary	10090	True	False
P39429	P47741	Traf2	Tnfrsf4	21282629:0007:LC:binary|9418902:0018:LC:binary	10090	True	False
P39429	P61089	Traf2	Ube2n	20185725:0007:LC:binary|21765415:0006:LC:binary	10090	True	False
P39429	P70347	Traf2	Tank	10490605:0007:LC:binary|8608943:0007:LC:binary	10090	True	False
P39429	Q60769	Traf2	Tnfaip3	20185725:0007:LC:binary|21765415:0006:LC:binary	10090	True	False
P39429	Q62073	Traf2	Map3k7	17384642:0007:LC:binary|22057290:0006:LC:binary	10090	True	False
P39447	Q61146	Tjp1	Ocln	11700038:0107:LC:binary|19841260:0006:LC:binary	10090	True	False
P39688	Q60749	Fyn	Khdrbs1	10077576:0096:LC:binary|10844001:0415:LC:binary|7799925:0018:LC:binary|7799925:0019:LC:binary	10090	True	False
P39688	Q9QUM4	Fyn	Slamf1	11477403:0006:LC:binary|11477403:0096:LC:binary|12545173:0006:LC:binary|12545173:0007:LC:binary|12545173:0096:LC:binary|16847311:0006:LC:binary|16847311:0096:LC:binary	10090	True	False
P39689	P97377	Cdkn1a	Cdk2	10348346:0019:LC:binary|15315761:0019:LC:binary|16982699:0007:LC:binary|9078394:0019:LC:binary	10090	True	False
P40124	P40124	Cap1	Cap1	31757941:0114:LC:binary	10090	True	True
P40226	Q08351	Thpo	Mpl	38326297:0114:LC:binary	10090	True	True
P40336	Q9EQH3	Vps26a	Vps35	15965486:0096:LC:binary|21040701:0006:LC:binary|32027819:0114:LC:binary|36174678:0114:LC:binary	10090	True	True
P40338	P97481	Vhl	Epas1	15369676:0047:LC:binary|20211142:0018:HT:binary	10090	True	False
P40338	Q61221	Vhl	Hif1a	11859074:0096:LC:binary|17981124:0096:LC:binary|20211142:0018:HT:binary	10090	True	False
P41105	P47911	Rpl28	Rpl6	33357414:0114:LC:binary|34815424:0114:LC:binary|36517592:0114:LC:binary	10090	True	True
P41105	P62911	Rpl28	Rpl32	33357414:0114:LC:binary|34815424:0114:LC:binary|36517592:0114:LC:binary	10090	True	True
P41105	Q9D8E6	Rpl28	Rpl4	33357414:0114:LC:binary|34815424:0114:LC:binary|36517592:0114:LC:binary	10090	True	True
P41133	Q60722	Id3	Tcf4	11591653:0397:HT:binary|20211142:0397:HT:binary|8759016:0096:LC:binary	10090	True	False
P41160	P48356	Lep	Lepr	24882746:0020:LC:binary|24882746:0065:LC:binary|24882746:0071:LC:binary|36959263:0114:LC:binary|37002197:0114:LC:binary	10090	True	True
P41209	P41209	Cetn1	Cetn1	29037133:0114:LC:binary	10090	True	True
P41241	P41241	Csk	Csk	15861137:0415:LC:binary|9234702:0423:LC:binary	10090	True	False
P41241	P49817	Csk	Cav1	11805080:0019:LC:binary|11805080:0096:LC:binary|14980511:0019:LC:binary	10090	True	False
P41241	Q3U1F9	Csk	Pag1	12612075:0019:LC:binary|16920712:0018:LC:binary|26512138:0006:LC:binary	10090	True	False
P41274	P41274	Tnfsf9	Tnfsf9	30545939:0114:LC:binary	10090	True	True
P41969	P63085	Elk1	Mapk1	11435472:0415:LC:binary|15767678:0415:LC:binary|9687507:0415:LC:binary	10090	True	False
P42128	Q62141-2	Foxk1	Sin3b	10620510:0006:LC:binary|10620510:0018:LC:binary|10620510:0096:LC:binary|22476904:0018:LC:binary|22476904:0096:LC:binary	10090	True	False
P42208	P42208	Septin2	Septin2	19805342:0114:LC:binary	10090	True	True
P42208	Q62108	Septin2	Dlg4	19455133:0007:LC:binary|28671696:0006:LC:binary	10090	True	False
P42225	Q64339	Stat1	Isg15	15644321:0007:LC:binary|18287094:0007:LC:binary	10090	True	False
P42227	P42227	Stat3	Stat3	17463090:0007:LC:binary|18433722:0114:LC:binary|20211142:0018:HT:binary|23434585:0071:LC:binary|26169829:0114:LC:binary	10090	True	True
P42227	Q9ERS2	Stat3	Ndufa13	12628925:0018:LC:binary|12628925:0019:LC:binary|20682646:0096:LC:binary	10090	True	False
P42228	P42228	Stat4	Stat4	14704793:0007:LC:binary|14704793:0018:LC:binary|17095088:0018:LC:binary|17095088:0059:LC:binary	10090	True	False
P42230	P42230	Stat5a	Stat5a	16192273:0114:LC:binary	10090	True	True
P42230	Q62120	Stat5a	Jak2	9575217:0007:LC:binary|9834069:0019:LC:binary	10090	True	False
P42232	Q62120	Stat5b	Jak2	12456798:0415:LC:binary|12456798:0424:LC:binary|9575217:0007:LC:binary	10090	True	False
P42567	P42567	Eps15	Eps15	18154663:0096:LC:binary|9182572:0096:LC:binary	10090	True	False
P42582	P70326	Nkx2-5	Tbx5	11572777:0096:LC:binary|28164238:0096:LC:binary	10090	True	False
P42582	Q08369	Nkx2-5	Gata4	12845333:0007:LC:binary|9584153:0006:LC:binary|9584153:0019:LC:binary|9584153:0096:LC:binary	10090	True	False
P42703	P42703	Lifr	Lifr	17652170:0114:LC:binary	10090	True	True
P42866	Q6DID7	Oprm1	Wls	20214800:0040:LC:binary|23840749:0006:LC:binary	10090	True	False
P43006	Q62108	Slc1a2	Dlg4	19455133:0007:LC:binary|28671696:0006:LC:binary	10090	True	False
P43023	P56391	Cox6a2	Cox6b1	34616041:0114:LC:binary|38575788:0114:LC:binary	10090	True	True
